emp_id,dept,job_grade,fte,month,gross,bonus,overtime,taxes,deductions,net,hours_worked,location,currency
E100004,Production,Middle,0.8804641025701897,2025-05,1288.94,271.06,0.0,312.0,28.09,1219.91,136.2,Warehouse,USD
E100004,Production,Middle,0.8804641025701897,2025-06,1270.71,72.0,52.76,279.09,48.81,1067.57,130.8,Warehouse,USD
E100004,Production,Middle,0.8804641025701897,2025-07,1307.81,37.75,178.35,304.78,20.11,1199.02,140.7,Warehouse,USD
E100004,Production,Middle,0.8804641025701897,2025-08,1236.34,66.63,47.28,270.05,55.12,1025.08,152.0,Warehouse,USD
E100005,IT,Middle,1.0,2024-09,1745.74,288.62,0.0,406.87,20.4,1607.09,145.8,HQ,USD
E100006,Finance,Junior,0.9955563832295645,2024-09,1074.47,216.19,0.0,258.13,32.73,999.8,155.5,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2024-10,1028.69,177.43,0.0,241.22,24.6,940.3,156.1,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2024-11,1111.54,142.25,0.0,250.76,34.22,968.81,149.7,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2024-12,1170.35,167.6,0.0,267.59,32.19,1038.17,166.3,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-01,1175.6,8.01,0.0,236.72,17.24,929.65,166.4,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-02,1056.92,75.48,0.0,226.48,1.89,904.03,173.3,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-03,1094.21,190.28,0.0,256.9,32.47,995.12,163.9,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-04,1125.17,122.12,0.0,249.46,17.69,980.14,180.4,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-05,1028.81,90.06,0.0,223.77,25.37,869.73,151.2,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-06,1061.01,78.22,0.0,227.85,26.54,884.84,167.8,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-07,1031.8,130.64,0.0,232.49,20.75,909.2,158.8,Plant,USD
E100006,Finance,Junior,0.9955563832295645,2025-08,1091.0,96.59,0.0,237.52,37.96,912.11,158.4,Plant,USD
E100007,Finance,Middle,1.0,2024-09,1832.77,153.69,0.0,397.29,56.82,1532.35,165.4,HQ,USD
E100007,Finance,Middle,1.0,2024-10,1700.44,173.4,0.0,374.77,43.76,1455.31,154.9,HQ,USD
E100007,Finance,Middle,1.0,2024-11,1700.54,319.51,0.0,404.01,48.88,1567.16,152.1,HQ,USD
E100007,Finance,Middle,1.0,2024-12,1830.54,233.59,0.0,412.83,68.21,1583.09,144.7,HQ,USD
E100007,Finance,Middle,1.0,2025-01,1601.11,37.91,0.0,327.8,21.87,1289.35,157.1,HQ,USD
E100007,Finance,Middle,1.0,2025-02,1697.13,140.24,0.0,367.47,34.06,1435.84,155.7,HQ,USD
E100007,Finance,Middle,1.0,2025-03,1619.58,282.76,0.0,380.47,44.58,1477.29,166.7,HQ,USD
E100007,Finance,Middle,1.0,2025-04,1651.9,232.79,0.0,376.94,44.2,1463.55,151.8,HQ,USD
E100007,Finance,Middle,1.0,2025-05,1627.97,182.11,0.0,362.02,62.55,1385.51,175.4,HQ,USD
E100007,Finance,Middle,1.0,2025-06,1749.79,515.44,0.0,453.05,18.98,1793.2,167.8,HQ,USD
E100007,Finance,Middle,1.0,2025-07,1647.41,82.87,0.0,346.06,41.07,1343.15,159.1,HQ,USD
E100007,Finance,Middle,1.0,2025-08,1830.67,249.24,0.0,415.98,58.51,1605.42,160.6,HQ,USD
E100008,Production,Middle,1.0,2024-09,1466.24,288.45,115.86,374.11,40.05,1456.39,154.7,Warehouse,USD
E100008,Production,Middle,1.0,2024-10,1477.92,118.62,28.02,324.91,41.18,1258.47,167.8,Warehouse,USD
E100008,Production,Middle,1.0,2024-11,1362.55,299.98,161.36,364.78,30.57,1428.54,153.4,Warehouse,USD
E100008,Production,Middle,1.0,2024-12,1539.87,178.21,86.71,360.96,25.57,1418.26,152.9,Warehouse,USD
E100008,Production,Middle,1.0,2025-01,1453.86,238.87,15.75,341.7,73.56,1293.22,151.3,Warehouse,USD
E100008,Production,Middle,1.0,2025-02,1454.8,226.53,183.98,373.06,30.04,1462.21,164.6,Warehouse,USD
E100008,Production,Middle,1.0,2025-03,1429.08,103.71,0.0,306.56,1.5,1224.73,160.9,Warehouse,USD
E100008,Production,Middle,1.0,2025-04,1537.19,42.19,35.57,322.99,17.97,1273.99,163.2,Warehouse,USD
E100008,Production,Middle,1.0,2025-05,1417.84,258.85,124.23,360.18,44.53,1396.21,160.0,Warehouse,USD
E100008,Production,Middle,1.0,2025-06,1362.25,212.25,77.76,330.45,21.83,1299.98,157.3,Warehouse,USD
E100008,Production,Middle,1.0,2025-07,1400.64,209.41,63.45,334.7,18.72,1320.08,154.7,Warehouse,USD
E100008,Production,Middle,1.0,2025-08,1351.16,254.72,72.87,335.75,15.37,1327.63,166.5,Warehouse,USD
E100009,Sales,Junior,1.0,2024-09,982.59,21.17,0.0,200.75,29.69,773.32,155.7,Plant,USD
E100009,Sales,Junior,1.0,2024-10,1037.15,127.45,0.0,232.92,32.59,899.09,160.2,Plant,USD
E100009,Sales,Junior,1.0,2024-11,1062.2,167.9,0.0,246.02,16.09,967.99,175.1,Plant,USD
E100009,Sales,Junior,1.0,2024-12,1070.45,0.0,0.0,214.09,25.23,831.13,175.6,Plant,USD
E100009,Sales,Junior,1.0,2025-01,1030.53,255.74,0.0,257.25,10.1,1018.92,167.3,Plant,USD
E100009,Sales,Junior,1.0,2025-02,1022.01,138.69,0.0,232.14,7.43,921.13,154.8,Plant,USD
E100009,Sales,Junior,1.0,2025-03,1062.55,194.34,0.0,251.38,29.76,975.75,162.2,Plant,USD
E100009,Sales,Junior,1.0,2025-04,1010.72,99.24,0.0,221.99,12.67,875.3,167.0,Plant,USD
E100009,Sales,Junior,1.0,2025-05,955.06,185.23,0.0,228.06,11.89,900.34,138.1,Plant,USD
E100009,Sales,Junior,1.0,2025-06,1051.23,230.76,0.0,256.4,16.81,1008.78,154.0,Plant,USD
E100009,Sales,Junior,1.0,2025-07,956.95,199.58,0.0,231.31,19.37,905.85,157.7,Plant,USD
E100009,Sales,Junior,1.0,2025-08,1072.56,145.76,0.0,243.66,38.61,936.05,163.4,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2024-09,821.81,165.88,0.0,197.54,22.64,767.51,143.2,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2024-10,825.7,0.0,0.0,165.14,20.9,639.66,146.5,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2024-11,770.22,197.61,0.0,193.57,15.19,759.07,148.0,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2024-12,746.6,91.07,0.0,167.53,25.46,644.68,140.1,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2025-01,811.17,95.5,82.25,197.78,15.79,775.35,145.3,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2025-02,846.93,108.69,55.81,202.29,10.3,798.84,144.6,Plant,USD
E100010,Logistics,Junior,0.9099103004695425,2025-03,846.28,237.78,38.52,224.52,30.0,868.06,144.0,Plant,USD
E100011,IT,Middle,1.0,2024-09,1942.71,53.43,0.0,399.23,30.17,1566.74,161.7,Plant,USD
E100011,IT,Middle,1.0,2024-10,1787.85,242.32,0.0,406.03,60.5,1563.64,165.1,Plant,USD
E100011,IT,Middle,1.0,2024-11,1795.74,208.07,0.0,400.76,78.84,1524.21,156.1,Plant,USD
E100011,IT,Middle,1.0,2024-12,1840.85,64.98,0.0,381.17,79.73,1444.93,166.6,Plant,USD
E100011,IT,Middle,1.0,2025-01,1733.44,359.57,0.0,418.6,46.59,1627.82,175.7,Plant,USD
E100011,IT,Middle,1.0,2025-02,1966.26,199.43,0.0,433.14,30.23,1702.32,144.2,Plant,USD
E100011,IT,Middle,1.0,2025-03,1895.2,191.55,0.0,417.35,51.92,1617.48,178.9,Plant,USD
E100011,IT,Middle,1.0,2025-04,1908.99,172.8,0.0,416.36,40.45,1624.98,167.9,Plant,USD
E100011,IT,Middle,1.0,2025-05,1785.04,135.36,0.0,384.08,54.57,1481.75,163.0,Plant,USD
E100011,IT,Middle,1.0,2025-06,1967.83,162.95,0.0,426.16,0.0,1704.62,150.2,Plant,USD
E100011,IT,Middle,1.0,2025-07,1856.08,274.95,0.0,426.21,22.97,1681.85,158.6,Plant,USD
E100011,IT,Middle,1.0,2025-08,1799.35,147.31,0.0,389.33,49.23,1508.1,149.1,Plant,USD
E100012,Sales,Junior,1.0,2024-09,1082.97,150.65,0.0,246.72,20.58,966.32,164.6,HQ,USD
E100012,Sales,Junior,1.0,2024-10,989.72,143.51,0.0,226.65,30.6,875.98,163.9,HQ,USD
E100012,Sales,Junior,1.0,2024-11,985.32,111.63,0.0,219.39,11.48,866.08,159.4,HQ,USD
E100012,Sales,Junior,1.0,2024-12,1007.52,112.51,0.0,224.01,11.19,884.83,156.1,HQ,USD
E100012,Sales,Junior,1.0,2025-01,980.69,92.04,0.0,214.55,24.37,833.81,164.2,HQ,USD
E100012,Sales,Junior,1.0,2025-02,989.69,217.38,0.0,241.41,29.65,936.01,152.5,HQ,USD
E100012,Sales,Junior,1.0,2025-03,1020.95,117.1,0.0,227.61,15.81,894.63,150.9,HQ,USD
E100012,Sales,Junior,1.0,2025-04,1003.88,87.12,0.0,218.2,13.33,859.47,157.5,HQ,USD
E100012,Sales,Junior,1.0,2025-05,1047.62,140.33,0.0,237.59,46.85,903.51,161.4,HQ,USD
E100012,Sales,Junior,1.0,2025-06,1055.87,127.01,0.0,236.58,23.83,922.47,163.5,HQ,USD
E100012,Sales,Junior,1.0,2025-07,1088.41,66.21,0.0,230.92,31.12,892.58,161.7,HQ,USD
E100012,Sales,Junior,1.0,2025-08,1049.66,182.59,0.0,246.45,34.3,951.5,153.1,HQ,USD
E100013,Finance,Junior,0.9423352707766307,2024-09,966.96,0.0,0.0,193.39,7.17,766.4,159.2,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2024-10,995.25,42.18,0.0,207.49,22.19,807.75,146.6,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2024-11,1106.68,190.08,0.0,259.35,9.28,1028.13,143.5,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2024-12,988.6,185.72,0.0,234.86,32.01,907.45,145.5,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-01,981.52,63.91,0.0,209.09,37.56,798.78,141.7,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-02,1117.45,82.74,0.0,240.04,44.85,915.3,155.5,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-03,1070.34,89.31,0.0,231.93,29.77,897.95,159.2,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-04,967.5,119.12,0.0,217.32,26.69,842.61,151.8,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-05,1041.87,65.73,0.0,221.52,23.29,862.79,160.5,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-06,1077.82,188.15,0.0,253.19,24.65,988.13,156.8,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-07,996.61,108.9,0.0,221.1,11.72,872.69,140.8,Warehouse,USD
E100013,Finance,Junior,0.9423352707766307,2025-08,1065.74,141.73,0.0,241.49,28.64,937.34,155.1,Warehouse,USD
E100014,Logistics,Junior,1.0,2024-09,832.04,132.26,39.83,200.83,20.08,783.22,154.2,Plant,USD
E100014,Logistics,Junior,1.0,2024-10,895.53,149.36,14.79,211.94,18.37,829.37,155.0,Plant,USD
E100014,Logistics,Junior,1.0,2024-11,826.29,34.09,93.61,190.8,25.33,737.86,164.3,Plant,USD
E100014,Logistics,Junior,1.0,2024-12,887.94,94.79,179.0,232.35,15.74,913.64,162.0,Plant,USD
E100014,Logistics,Junior,1.0,2025-01,854.65,124.83,78.44,211.58,16.12,830.22,174.2,Plant,USD
E100014,Logistics,Junior,1.0,2025-02,830.08,115.33,3.78,189.84,20.08,739.27,158.9,Plant,USD
E100014,Logistics,Junior,1.0,2025-03,874.26,57.39,160.5,218.43,15.18,858.54,148.3,Plant,USD
E100014,Logistics,Junior,1.0,2025-04,833.32,96.99,64.44,198.95,21.29,774.51,165.4,Plant,USD
E100014,Logistics,Junior,1.0,2025-05,853.56,122.77,5.29,196.32,11.78,773.52,152.7,Plant,USD
E100014,Logistics,Junior,1.0,2025-06,826.98,160.84,69.82,211.53,24.62,821.49,160.3,Plant,USD
E100015,Production,Junior,1.0,2024-09,918.8,0.0,85.59,200.88,20.0,783.51,165.0,HQ,USD
E100015,Production,Junior,1.0,2024-10,860.04,43.78,0.0,180.76,11.08,711.98,164.5,HQ,USD
E100015,Production,Junior,1.0,2024-11,860.8,20.87,0.81,176.5,10.99,694.99,157.1,HQ,USD
E100015,Production,Junior,1.0,2024-12,900.72,18.43,8.02,185.43,18.79,722.95,150.6,HQ,USD
E100015,Production,Junior,1.0,2025-01,873.92,169.63,0.0,208.71,15.67,819.17,168.2,HQ,USD
E100015,Production,Junior,1.0,2025-02,950.06,75.86,102.77,225.74,16.09,886.86,168.8,HQ,USD
E100015,Production,Junior,1.0,2025-03,869.21,83.44,64.31,203.39,20.17,793.4,168.2,HQ,USD
E100015,Production,Junior,1.0,2025-04,880.75,108.23,41.33,206.06,23.82,800.43,151.8,HQ,USD
E100016,Sales,Junior,0.9450447378869917,2024-09,949.63,144.95,0.0,218.92,6.49,869.17,160.9,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2024-10,957.8,182.1,0.0,227.98,32.82,879.1,151.9,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2024-11,958.56,0.0,0.0,191.71,21.62,745.23,146.5,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2024-12,933.61,107.93,0.0,208.31,24.42,808.81,139.6,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-01,892.39,201.4,0.0,218.76,8.25,866.78,158.2,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-02,1020.3,161.42,0.0,236.34,31.6,913.78,157.1,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-03,897.79,35.36,0.0,186.63,27.95,718.57,144.4,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-04,932.49,128.76,0.0,212.25,23.17,825.83,153.9,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-05,1001.28,25.54,0.0,205.36,28.76,792.7,152.7,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-06,1007.93,117.8,0.0,225.15,6.0,894.58,158.9,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-07,927.4,133.49,0.0,212.18,12.54,836.17,164.4,Plant,USD
E100016,Sales,Junior,0.9450447378869917,2025-08,938.12,90.42,0.0,205.71,19.77,803.06,142.5,Plant,USD
E100017,Production,Middle,0.8877231567729005,2024-09,1277.75,297.5,32.55,321.56,30.6,1255.64,120.0,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2024-10,1274.44,125.01,11.57,282.2,39.27,1089.55,139.4,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2024-11,1253.88,117.36,0.0,274.25,10.88,1086.11,149.7,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2024-12,1273.04,84.48,38.21,279.15,47.66,1068.92,148.2,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-01,1305.01,275.77,16.93,319.54,39.27,1238.9,131.2,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-02,1239.34,113.49,0.0,270.57,22.1,1060.16,144.3,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-03,1262.89,200.52,26.33,297.95,33.09,1158.7,145.6,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-04,1275.23,113.63,73.42,292.46,32.52,1137.3,158.5,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-05,1358.57,255.84,277.73,378.43,34.18,1479.53,145.9,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-06,1218.46,60.16,33.88,262.5,18.2,1031.8,147.2,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-07,1230.73,159.6,128.45,303.76,35.24,1179.78,140.7,Warehouse,USD
E100017,Production,Middle,0.8877231567729005,2025-08,1318.71,263.04,116.96,339.74,5.19,1353.78,139.5,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2024-09,997.05,174.0,0.0,234.21,29.02,907.82,143.3,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2024-10,1034.07,128.73,0.0,232.56,13.71,916.53,139.0,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2024-11,940.46,110.57,0.0,210.21,1.08,839.74,137.9,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2024-12,923.64,92.64,0.0,203.26,16.19,796.83,145.0,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-01,937.65,5.66,0.0,188.66,15.49,739.16,147.2,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-02,1025.94,179.28,0.0,241.04,5.46,958.72,139.2,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-03,962.01,382.20000000000005,0.0,217.88,24.43,1101.9,133.7,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-04,1029.97,153.9,0.0,236.77,29.1,918.0,134.6,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-05,984.14,0.0,0.0,196.83,13.57,773.74,136.9,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-06,951.46,125.21,0.0,215.33,18.5,842.84,123.0,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-07,942.22,51.84,0.0,198.81,23.42,771.83,130.8,Warehouse,USD
E100018,Finance,Junior,0.8815871668101728,2025-08,1030.04,103.19,0.0,226.65,23.72,882.86,142.1,Warehouse,USD
E100019,Sales,Middle,1.0,2024-09,1538.79,19.17,0.0,311.59,8.04,1238.33,155.3,Plant,USD
E100019,Sales,Middle,1.0,2024-10,1463.23,113.29,0.0,315.3,38.41,1222.81,157.8,Plant,USD
E100019,Sales,Middle,1.0,2024-11,1679.58,168.85,0.0,369.69,37.39,1441.35,162.6,Plant,USD
E100019,Sales,Middle,1.0,2024-12,1567.21,114.68,0.0,336.38,30.19,1315.32,163.4,Plant,USD
E100019,Sales,Middle,1.0,2025-01,1636.56,139.04,0.0,355.12,7.38,1413.1,155.9,Plant,USD
E100019,Sales,Middle,1.0,2025-02,1534.69,0.0,0.0,306.94,18.48,1209.27,151.6,Plant,USD
E100019,Sales,Middle,1.0,2025-03,1590.59,257.8,0.0,369.68,17.43,1461.28,157.9,Plant,USD
E100019,Sales,Middle,1.0,2025-04,1653.97,141.24,0.0,359.04,39.68,1396.49,166.6,Plant,USD
E100019,Sales,Middle,1.0,2025-05,1565.14,303.06,0.0,373.64,7.58,1486.98,150.0,Plant,USD
E100019,Sales,Middle,1.0,2025-06,1624.7,385.02,0.0,401.94,40.51,1567.27,159.7,Plant,USD
E100019,Sales,Middle,1.0,2025-07,1660.73,0.0,0.0,332.15,35.36,1293.22,157.1,Plant,USD
E100019,Sales,Middle,1.0,2025-08,1628.64,202.91,0.0,366.31,34.45,1430.79,167.6,Plant,USD
E100020,Finance,Senior,1.0,2024-09,2671.95,550.39,0.0,644.47,53.65,2524.22,159.1,HQ,USD
E100020,Finance,Senior,1.0,2024-10,2792.4,143.83,0.0,587.25,134.44,2214.54,163.0,HQ,USD
E100020,Finance,Senior,1.0,2024-11,2777.82,435.44,0.0,642.65,107.7,2462.91,166.3,HQ,USD
E100020,Finance,Senior,1.0,2024-12,2899.22,632.73,0.0,706.39,48.1,2777.46,160.9,HQ,USD
E100020,Finance,Senior,1.0,2025-01,2749.33,431.19,0.0,636.1,37.08,2507.34,160.8,HQ,USD
E100020,Finance,Senior,1.0,2025-02,2714.26,691.46,0.0,681.14,108.09,2616.49,160.4,HQ,USD
E100020,Finance,Senior,1.0,2025-03,2708.36,254.2,0.0,592.51,84.12,2285.93,157.4,HQ,USD
E100020,Finance,Senior,1.0,2025-04,2839.7,535.29,0.0,675.0,41.51,2658.48,159.7,HQ,USD
E100020,Finance,Senior,1.0,2025-05,2695.5,456.33,0.0,630.37,106.23,2415.23,165.8,HQ,USD
E100020,Finance,Senior,1.0,2025-06,2598.41,157.91,0.0,551.26,58.11,2146.95,152.5,HQ,USD
E100020,Finance,Senior,1.0,2025-07,2859.96,497.79,0.0,671.55,60.11,2626.09,148.7,HQ,USD
E100020,Finance,Senior,1.0,2025-08,2638.69,61.53,0.0,540.04,65.74,2094.44,176.5,HQ,USD
E100021,Logistics,Junior,0.9207474169542086,2024-09,761.39,0.0,92.17,170.71,22.36,660.49,135.0,Plant,USD
E100021,Logistics,Junior,0.9207474169542086,2024-10,809.19,159.16,62.73,206.22,5.59,819.27,152.2,Plant,USD
E100021,Logistics,Junior,0.9207474169542086,2024-11,821.41,85.76,87.81,199.0,16.58,779.4,143.3,Plant,USD
